,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class,sales_channel,response
10382,oregon,2863.04871,master,female,41077,71,0.0,personal auto,82.415457,two-door car,agent,no
10383,california,17816.68242,high school or below,female,60192,220,0.0,personal auto,1056.0,luxury car,agent,no
10385,oregon,29589.94128,high school or below,male,0,108,0.0,corporate auto,777.6,suv,branch,no
10386,california,12341.83389,bachelor,male,72503,106,0.0,personal auto,295.821353,suv,agent,no
10387,arizona,2590.214327,high school or below,male,18746,68,0.0,personal auto,326.4,four-door car,branch,no
10388,oregon,4200.818894,bachelor,male,20263,63,0.0,personal auto,373.454457,four-door car,agent,no
10389,california,5089.694325,master,male,62474,63,0.0,personal auto,112.120881,four-door car,branch,no
10390,california,4785.909313,college,male,0,68,0.0,personal auto,199.23876,four-door car,call center,no
10391,oregon,5686.915259,college,male,63143,71,0.0,corporate auto,340.8,four-door car,call center,no
10392,california,14070.63897,college,female,0,127,0.0,corporate auto,677.868206,suv,web,no
10393,oregon,27937.75093,college,male,13624,117,0.0,personal auto,561.6,sports car,agent,no
10394,california,3674.56826,college,female,84814,90,0.0,corporate auto,512.816507,four-door car,call center,no
10395,oregon,9102.267849,high school or below,female,26049,118,0.0,personal auto,121.032372,two-door car,call center,no
10396,california,30104.51969,high school or below,female,0,94,0.0,corporate auto,848.737364,two-door car,branch,no
10397,arizona,5780.182197,high school or below,male,51066,74,0.0,personal auto,787.993313,four-door car,call center,yes
10398,california,4920.492369,bachelor,male,21366,63,0.0,personal auto,302.4,two-door car,branch,no
10399,california,16068.34838,bachelor,female,70140,199,0.0,corporate auto,955.2,luxury car,web,no
10400,california,5489.214062,college,male,50943,139,0.0,special auto,667.2,suv,branch,no
10401,california,5714.165863,master,female,23726,74,0.0,corporate auto,355.2,four-door car,call center,no
10402,oregon,3011.766294,college,male,77912,76,0.0,personal auto,444.027215,two-door car,agent,no
10403,california,2659.70565,college,female,0,87,3.0,special auto,420.041981,four-door car,agent,yes
10404,california,21569.33731,bachelor,male,23909,119,0.0,personal auto,571.2,,agent,no
10405,oregon,3978.665051,college,male,39101,99,0.0,personal auto,167.174678,four-door car,branch,no
10406,oregon,2619.865336,bachelor,male,26094,67,0.0,personal auto,2.028223,two-door car,branch,no
10407,oregon,2599.968438,master,male,45181,65,0.0,personal auto,312.0,four-door car,call center,no
10408,oregon,2938.814981,bachelor,female,96765,72,0.0,personal auto,216.01091,two-door car,call center,no
10409,california,5670.132321,college,male,83086,71,3.0,personal auto,320.486645,four-door car,agent,no
10410,arizona,2996.889929,master,female,51199,74,0.0,corporate auto,355.2,four-door car,branch,no
10412,california,11790.49617,college,male,25251,66,0.0,personal auto,316.8,four-door car,web,yes
10413,oregon,8229.240991,master,female,0,109,0.0,personal auto,298.636534,,web,no
10414,oregon,3090.034104,bachelor,male,0,90,0.0,personal auto,648.0,two-door car,agent,no
10415,oregon,5060.303189,doctor,male,0,138,0.0,personal auto,570.777441,sports car,call center,no
10416,california,5039.435344,college,female,82940,63,0.0,personal auto,332.847984,four-door car,agent,no
10417,california,2523.959554,college,male,16244,68,,personal auto,623.223617,two-door car,call center,no
10418,arizona,12692.67092,high school or below,male,40117,108,0.0,personal auto,750.082794,two-door car,agent,no
10419,nevada,7599.895827,college,male,52113,97,0.0,corporate auto,465.6,four-door car,agent,no
10420,california,2554.033928,college,female,22538,64,0.0,personal auto,423.787608,four-door car,agent,no
10421,nevada,5295.741716,high school or below,male,50200,135,0.0,personal auto,637.063458,sports car,agent,no
10422,arizona,5595.389905,high school or below,female,74454,71,,corporate auto,340.8,four-door car,call center,yes
10424,washington,5096.700181,college,female,27940,65,1.0,personal auto,27.66775,two-door car,agent,no
10425,oregon,2839.808041,college,female,33252,71,0.0,personal auto,407.668083,four-door car,agent,no
10426,oregon,2640.316068,college,male,77299,66,0.0,personal auto,151.872106,four-door car,branch,no
10427,arizona,5365.93282,college,female,62808,66,0.0,special auto,211.515893,,branch,no
10428,oregon,4655.209814,bachelor,female,30383,119,0.0,personal auto,803.686321,two-door car,branch,no
10429,,5457.259678,bachelor,female,50044,139,0.0,personal auto,667.2,suv,call center,
10430,arizona,35900.07644,college,male,25285,114,0.0,personal auto,547.2,suv,agent,no
10431,california,16909.92767,college,male,65620,213,0.0,corporate auto,766.322388,luxury car,agent,no
10432,california,6807.271588,bachelor,male,32787,86,0.0,personal auto,568.58486,two-door car,branch,no
10433,california,6689.022728,high school or below,male,56980,84,,personal auto,599.000883,two-door car,agent,yes
10434,california,6837.932624,bachelor,female,51859,171,0.0,personal auto,1003.160633,suv,branch,no
10435,nevada,2248.449633,bachelor,female,24910,63,1.0,personal auto,347.857619,four-door car,branch,yes
10436,washington,2179.425137,high school or below,male,0,63,0.0,personal auto,544.362598,two-door car,branch,no
10437,,8007.399376,high school or below,female,0,112,0.0,personal auto,537.6,sports car,web,
10438,california,12275.34309,college,female,52135,156,0.0,personal auto,430.505942,suv,call center,no
10439,california,16261.5855,master,male,60646,134,0.0,personal auto,643.2,suv,agent,no
10440,,9521.222806,college,male,27769,121,0.0,special auto,123.15416,suv,agent,
10441,arizona,13438.04189,college,female,69693,112,1.0,special auto,537.6,sports car,branch,no
10442,oregon,29037.47753,high school or below,male,0,113,0.0,personal auto,542.4,suv,web,no
10443,oregon,10209.9339,high school or below,male,43736,128,0.0,personal auto,614.4,suv,branch,no
10444,oregon,4860.910322,college,female,39429,62,0.0,corporate auto,102.466444,four-door car,call center,no
10445,arizona,20700.8645,high school or below,male,0,64,0.0,personal auto,460.8,four-door car,agent,no
10446,nevada,8663.497618,college,female,0,83,1.0,corporate auto,398.4,four-door car,agent,no
10447,oregon,2325.259483,college,female,0,63,0.0,personal auto,302.4,four-door car,agent,no
10448,california,4762.557323,bachelor,female,16656,63,1.0,personal auto,302.4,two-door car,branch,no
10449,california,8295.977271,master,male,73556,104,0.0,personal auto,497.684017,suv,agent,no
10450,arizona,4260.765808,high school or below,male,47746,106,0.0,personal auto,246.696768,suv,agent,no
10451,washington,5391.078171,college,male,21440,135,0.0,personal auto,972.0,suv,agent,no
10452,oregon,22647.21772,college,male,27504,91,0.0,personal auto,436.8,four-door car,branch,no
10453,oregon,9155.239699,college,male,0,127,0.0,personal auto,804.811859,sports car,agent,no
10454,california,2392.13114,high school or below,female,0,65,0.0,corporate auto,361.181122,four-door car,branch,no
10456,,7764.273102,college,female,58419,191,0.0,personal auto,202.468807,luxury car,call center,
10457,,6333.030812,master,male,71737,79,0.0,personal auto,338.79562,two-door car,agent,
10459,california,4566.377261,bachelor,male,0,66,0.0,personal auto,475.2,four-door car,agent,no
10460,california,7756.437921,bachelor,male,97592,65,0.0,personal auto,312.0,four-door car,agent,no
10462,california,5528.212807,bachelor,male,36088,72,0.0,corporate auto,345.6,four-door car,agent,yes
10463,california,22758.91192,master,male,80540,63,0.0,personal auto,65.845112,four-door car,agent,no
10464,california,6191.402312,college,male,0,199,3.0,personal auto,955.2,luxury car,web,no
10465,washington,8029.393076,high school or below,female,96869,101,0.0,personal auto,628.498605,four-door car,agent,no
10466,nevada,7596.291531,college,male,59847,192,0.0,corporate auto,921.6,luxury car,call center,no
10467,arizona,7507.455372,college,male,60920,64,0.0,personal auto,231.201886,two-door car,agent,yes
10468,nevada,4678.423394,master,male,83102,116,0.0,corporate auto,443.670399,four-door car,call center,no
10469,oregon,7589.634,high school or below,male,0,69,0.0,personal auto,331.2,four-door car,branch,no
10470,oregon,5746.148291,college,male,61990,72,0.0,personal auto,48.884434,four-door car,agent,no
10471,california,5418.463878,high school or below,female,43054,68,0.0,personal auto,326.4,four-door car,agent,no
10472,oregon,8500.909417,high school or below,male,79153,106,0.0,special auto,508.8,suv,call center,no
10473,oregon,5116.727579,college,male,95427,65,0.0,personal auto,442.808018,four-door car,call center,no
10474,arizona,5000.61936,college,male,43723,66,3.0,personal auto,316.8,four-door car,agent,no
10475,california,4307.422775,high school or below,male,73345,107,0.0,personal auto,513.6,suv,agent,no
10477,oregon,7627.31479,bachelor,female,36084,99,1.0,corporate auto,152.779038,two-door car,agent,no
10478,oregon,9817.026936,high school or below,male,0,139,0.0,personal auto,1000.8,sports car,branch,no
10479,california,2626.279436,bachelor,male,41990,66,0.0,personal auto,316.8,four-door car,agent,no
10480,oregon,2360.601748,high school or below,female,0,65,0.0,corporate auto,468.0,,web,no
10481,arizona,9080.639651,bachelor,female,33897,114,0.0,corporate auto,539.843003,suv,agent,no
10482,oregon,3792.13031,high school or below,male,97212,93,0.0,personal auto,360.05589,two-door car,call center,no
10483,california,13110.54899,high school or below,male,73597,114,5.0,personal auto,485.183645,,agent,no
10484,california,4818.635094,bachelor,male,0,71,0.0,personal auto,511.2,four-door car,agent,no
10485,california,4571.610619,master,male,79453,115,0.0,personal auto,242.099049,suv,agent,no
10486,oregon,2319.735908,college,female,0,64,0.0,personal auto,632.715382,four-door car,branch,no
10488,california,9264.565015,bachelor,female,55837,117,0.0,personal auto,741.867506,two-door car,agent,no
10489,oregon,5557.934118,high school or below,female,83576,69,0.0,personal auto,331.2,two-door car,web,no
10491,arizona,6889.097981,high school or below,female,0,63,0.0,personal auto,302.4,four-door car,branch,no
10492,nevada,2659.495086,college,female,64987,66,0.0,personal auto,182.927837,four-door car,web,no
10493,oregon,10978.78028,bachelor,male,68158,139,1.0,personal auto,253.183568,suv,call center,no
10494,california,18569.50063,high school or below,female,32756,93,0.0,personal auto,381.118731,two-door car,agent,no
10495,oregon,5137.852105,college,female,78460,64,0.0,personal auto,203.568733,four-door car,agent,no
10496,nevada,6265.343299,doctor,female,0,84,1.0,corporate auto,481.025786,four-door car,agent,yes
10497,oregon,5285.314179,high school or below,female,65096,67,3.0,personal auto,321.6,four-door car,call center,no
10498,oregon,8169.513982,college,female,40803,71,3.0,personal auto,122.912377,four-door car,call center,no
10500,oregon,3452.414955,bachelor,female,65773,89,4.0,corporate auto,245.308491,four-door car,call center,no
10501,california,5069.071361,master,female,50363,63,0.0,personal auto,12.744774,four-door car,agent,no
10502,washington,5504.139033,bachelor,female,0,73,0.0,personal auto,350.4,four-door car,call center,yes
10503,california,5500.577411,college,female,44019,138,,personal auto,165.478147,suv,agent,no
10504,washington,13021.0853,high school or below,female,0,223,5.0,personal auto,1605.6,luxury car,call center,no
10505,oregon,7892.824093,high school or below,male,29215,67,0.0,personal auto,327.656191,four-door car,call center,no
10506,oregon,5028.839465,bachelor,male,0,67,0.0,personal auto,80.753763,four-door car,branch,no
10507,oregon,14428.86926,high school or below,female,0,68,0.0,personal auto,326.4,,branch,no
10508,arizona,7714.60093,bachelor,male,13154,102,0.0,personal auto,489.6,suv,branch,no
10509,california,2742.797845,college,female,32437,69,0.0,corporate auto,331.2,two-door car,branch,no
10510,california,2435.147986,master,female,64341,61,0.0,personal auto,79.934072,four-door car,agent,no
10511,oregon,2736.944466,high school or below,female,78889,68,0.0,corporate auto,51.822348,two-door car,branch,no
10512,oregon,12741.84754,bachelor,female,73054,106,1.0,personal auto,419.365958,suv,branch,yes
10513,california,5288.240125,bachelor,male,28884,72,1.0,corporate auto,518.4,four-door car,agent,no
10514,washington,2541.522907,high school or below,female,0,71,0.0,personal auto,511.2,four-door car,web,no
10515,california,2824.849967,bachelor,male,48008,73,4.0,personal auto,137.081716,four-door car,branch,no
10516,nevada,2745.249838,college,female,45191,69,0.0,personal auto,330.782934,four-door car,web,no
10517,california,10089.79095,high school or below,female,63657,128,0.0,corporate auto,614.4,sports car,agent,no
10518,,12269.41862,high school or below,male,60774,154,0.0,personal auto,739.2,suv,branch,
10519,oregon,3105.35094,high school or below,female,97234,78,0.0,personal auto,317.982567,four-door car,branch,no
10520,nevada,5159.369746,college,male,0,74,0.0,personal auto,831.752839,two-door car,branch,no
10521,california,6408.785577,college,male,49988,84,5.0,personal auto,566.935022,two-door car,web,no
10522,washington,2810.464447,bachelor,male,26790,71,0.0,personal auto,340.8,two-door car,agent,yes
10523,california,8323.073985,bachelor,male,97245,70,0.0,personal auto,4.110585,four-door car,web,no
10524,oregon,7868.0982,bachelor,female,24887,68,0.0,personal auto,326.4,four-door car,agent,no
10525,california,5504.139033,bachelor,female,0,73,0.0,corporate auto,350.4,four-door car,call center,yes
10526,washington,9095.049868,college,male,37937,116,0.0,personal auto,556.8,suv,call center,yes
10527,california,3203.303695,master,male,68370,80,0.0,personal auto,244.158446,four-door car,agent,no
10528,nevada,3241.838403,bachelor,male,33701,88,3.0,personal auto,460.815578,four-door car,agent,no
10529,arizona,3969.433177,college,female,49544,101,0.0,personal auto,0.769185,suv,agent,no
10530,california,14895.39798,bachelor,female,48081,188,0.0,personal auto,881.360959,luxury suv,branch,no
10531,california,11624.82149,high school or below,male,0,113,0.0,personal auto,813.6,four-door car,agent,no
10532,,3402.777293,bachelor,male,57428,85,1.0,corporate auto,414.649796,four-door car,call center,
10533,arizona,2646.573754,college,female,23170,71,0.0,personal auto,340.8,four-door car,call center,no
10534,arizona,4637.544647,high school or below,male,0,68,,personal auto,352.130674,four-door car,call center,no
10535,oregon,2831.683664,bachelor,female,70037,70,0.0,personal auto,409.985435,,web,no
